label,eiaid,name,utility,source,zipcode,state,latitude,longitude,notes
62d6eaa34f0f83043769f1a9,16868,Schedule LGH- Large Standard General Service: Shoreline,"City of Seattle, Washington (Utility Company)",https://www.seattle.gov/city-light/business-solutions/business-billing-and-account-information/business-rates#burienlakeforestparkseatacandshorelinebusinesses,98121,WA,47.6151,-122.3447,"SCHEDULE LGH is for standard general service provided to City of Shoreline customers whose maximum monthly demand is equal to or greater than 1,000 kW but less than 10,000 kW.
Large general service is network general service provided to customers who have in the previous calendar year half or more than half of their normal billings at one thousand (1,000) kW of maximum demand or greater, and also standard general service provided to customers who have in the previous calendar year half or more than half of their normal billings at one thousand (1,000) kW of maximum demand or greater and have more than half of their normal billings at less than ten thousand (10,000) kW of maximum demand. Classification of new customers will be based on the Department's estimate of maximum demand in the current year."
62d6ecb295657212347b7cdb,16868,Schedule LGT- Large Standard General Service: Tukwila,"City of Seattle, Washington (Utility Company)",https://www.seattle.gov/city-light/business-solutions/business-billing-and-account-information/business-rates#tukwilabusinesses,98121,WA,47.6151,-122.3447,"SCHEDULE LGT is for standard general service provided to Tukwila customers whose maximum monthly demand is equal to or greater than 1,000 kW but less than 10,000 kW.
Large general service is network general service provided to customers who have in the previous calendar year half or more than half of their normal billings at one thousand (1,000) kW of maximum demand or greater, and also standard general service provided to customers who have in the previous calendar year half or more than half of their normal billings at one thousand (1,000) kW of maximum demand or greater and have more than half of their normal billings at less than ten thousand (10,000) kW of maximum demand. Classification of new customers will be based on the Department's estimate of maximum demand in the current year."
62d6f1bdf6568d1e566d6c49,16868,Schedule LGD - Large Network General Service,"City of Seattle, Washington (Utility Company)",https://www.seattle.gov/city-light/business-solutions/business-billing-and-account-information/business-rates#seattlerentonandkingcountybusinesses,98121,WA,47.6151,-122.3447,"SCHEDULE LGD is for network general service provided to customers whose maximum monthly demand is equal to or greater than 1,000 kW.
""Network general service"" means service to any general service customer which is provided through an underground distribution network supplied by the Broad Street, Massachusetts Street, or Union Street Substations, except for service to customers who are certified by the Department as having predominantly residential use of electricity."
62d6f2a4f6568d1e566d6c4a,16868,Schedule LGC - Large Standard General Service: City,"City of Seattle, Washington (Utility Company)",https://www.seattle.gov/city-light/business-solutions/business-billing-and-account-information/business-rates#seattlerentonandkingcountybusinesses,98121,WA,47.6151,-122.3447,"SCHEDULE LGC is for standard general service provided to City customers outside the downtown network whose maximum monthly demand is equal to or greater than 1,000 kW but less than 10,000 kW.
Large general service is network general service provided to customers who have in the previous calendar
year half or more than half of their normal billings at one thousand (1,000) kW of maximum demand or
greater, and also standard general service provided to customers who have in the previous calendar year half
or more than half of their normal billings at one thousand (1,000) kW of maximum demand or greater and
have more than half of their normal billings at less than ten thousand (10,000) kW of maximum demand.
Classification of new customers will be based on the Department's estimate of maximum demand in the
current year"
62d716f54f6b9a36334f74f9,7140,Time of Use-High Load Factor Schedule TOU-HLF-11,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/electric-service-tariff-pdfs/TOU-HLF-11.pdf,31553,GA,31.1827,-81.9722,"Applicable to all electric service, at one standard voltage required by a Commercial customer whose primary usage is delivered at one point and metered at or compensated to that voltage.Applicable to Commercial customers who initially place twenty (20) or more accounts on TOU-HLF.  Each account must maintain an average monthly load factor over the prior twelve (12) months of sixty percent 
(60%) or greater including at least one (1) monthly peak actual demand of 526 kW or greater during the months of June through September.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
62d729bd243e8213a02d65d7,7140,Schedule TOU-EO-11 - Time Of Use - Energy Only,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/electric-service-tariff-pdfs/TOU-EO-12.pdf,31553,GA,31.1827,-81.9722,"Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
62d73a50f6568d1e566d6c4d,7140,Schedule TOU-GSD-12 Time Of Use - General Service Demand,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/electric-service-tariff-pdfs/TOU-GSD-12.pdf,31553,GA,31.1827,-81.9722,"APPLICABILITY:
To all electric service for Commercial and Industrial customers, at one standard voltage required on the customer's premises, delivered at one point and metered at or compensated to that voltage.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
62d857a6558340083d49179a,5416,LGS (Large General Service),"Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncschedulelgs.pdf?la=en&rev=9f8fa1495609465fbf37dcd9005e9a66,28206,NC,35.2522,-80.8265,"Available to the individual customer with a kilowatt demand of more than 75 kW. If the customer's measured demand is 75 kW or less for twelve consecutive months, the customer will be served under Schedule SGS. Note: This rate schedule has tiered demand charges, therefore the first tier was chosen. Please refer to the link below for additional details. first 30kW of demand is free, 3.6301 after 30 kW."
62d860644f6b9a36334f74fe,5416,I (Industrial Service),"Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncschedulei.pdf?la=en&rev=c57af45d69b448389348745a477d3738,28206,NC,35.2522,-80.8265,"Available only to establishments classified as ""Manufacturing Industries"" by the Standard Industrial Classification Manual published by the United States Government, and where more than 50% of the electric energy consumption of such establishment is used for its manufacturing processes."
62d866cb832ef939fa3c33a7,5416,"OPT-V (Optional Power Service, Time of Use w/ Voltage Differential) Medium Secondary Service","Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncscheduleoptv.pdf?la=en&rev=acdbfd95f42d4f02bf1d5e113175a643,28206,NC,35.2522,-80.8265,"Service under this Schedule shall be used solely by the contracting Customer in a single enterprise, located entirely on a single, contiguous premises. This Schedule is not available to the individual customer who qualifies for a residential schedule, nor for auxiliary or breakdown service. Power delivered under this schedule shall not be used for resale or exchange or in parallel with other electric power or as a substitute for power contracted for or which may be contracted for, under any other schedule of the Company, except at the option of the Company, or for service in conjunction with Rider SCG or Rider NM, under special terms and conditions expressed in writing in the contract with the customer. The obligations of the Company in regard to supplying power are dependent upon its securing and retaining all necessary rights-of-way, privileges, franchises and permits, for the delivery of such power. The Company shall not be liable to any customer or applicant for power in the event it is delayed in or is prevented from, furnishing the power by its failure to secure and retain such rights-of-way, rights, privileges, franchises and permits."
62d867939496f75cde5abe89,5416,"OPT-V (Optional Power Service, Time of Use w/ Voltage Differential) Small Secondary Service","Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncscheduleoptv.pdf?la=en&rev=acdbfd95f42d4f02bf1d5e113175a643,28206,NC,35.2522,-80.8265,"Service under this Schedule shall be used solely by the contracting Customer in a single enterprise, located entirely on a single, contiguous premises. This Schedule is not available to the individual customer who qualifies for a residential schedule, nor for auxiliary or breakdown service. Power delivered under this schedule shall not be used for resale or exchange or in parallel with other electric power or as a substitute for power contracted for or which may be contracted for, under any other schedule of the Company, except at the option of the Company, or for service in conjunction with Rider SCG or Rider NM, under special terms and conditions expressed in writing in the contract with the customer. The obligations of the Company in regard to supplying power are dependent upon its securing and retaining all necessary rights-of-way, privileges, franchises and permits, for the delivery of such power. The Company shall not be liable to any customer or applicant for power in the event it is delayed in or is prevented from, furnishing the power by its failure to secure and retain such rights-of-way, rights, privileges, franchises and permits."
62d86a744f0f83043769f1af,5416,"OPT-V (Optional Power Service, Time of Use w/ Voltage Differential) Medium Primary Service","Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncscheduleoptv.pdf?la=en&rev=acdbfd95f42d4f02bf1d5e113175a643,28206,NC,35.2522,-80.8265,"Service under this Schedule shall be used solely by the contracting Customer in a single enterprise, located entirely on a single, contiguous premises. This Schedule is not available to the individual customer who qualifies for a residential schedule, nor for auxiliary or breakdown service. Power delivered under this schedule shall not be used for resale or exchange or in parallel with other electric power or as a substitute for power contracted for or which may be contracted for, under any other schedule of the Company, except at the option of the Company, or for service in conjunction with Rider SCG or Rider NM, under special terms and conditions expressed in writing in the contract with the customer. The obligations of the Company in regard to supplying power are dependent upon its securing and retaining all necessary rights-of-way, privileges, franchises and permits, for the delivery of such power. The Company shall not be liable to any customer or applicant for power in the event it is delayed in or is prevented from, furnishing the power by its failure to secure and retain such rights-of-way, rights, privileges, franchises and permits"
62d86ae190653574150118f8,5416,"OPT-V (Optional Power Service, Time of Use w/ Voltage Differential) Small Primary Service","Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncscheduleoptv.pdf?la=en&rev=acdbfd95f42d4f02bf1d5e113175a643,28206,NC,35.2522,-80.8265,"Service under this Schedule shall be used solely by the contracting Customer in a single enterprise, located entirely on a single, contiguous premises.
This Schedule is not available to the individual customer who qualifies for a residential schedule, nor for auxiliary or breakdown service. Power delivered under this schedule shall not be used for resale or exchange or in parallel with other electric power or as a substitute for power contracted for or which may be contracted for, under any other schedule of the Company, except at the option of the Company, or for service in conjunction with Rider SCG or Rider NM, under special terms and conditions expressed in writing in the contract with the customer.
The obligations of the Company in regard to supplying power are dependent upon its securing and retaining all necessary rights-of-way, privileges, franchises and permits, for the delivery of such power. The Company shall not be liable to any customer or applicant for power in the event it is delayed in or is prevented from, furnishing the power by its failure to secure and retain such rights-of-way, rights, privileges, franchises and permits."
62d86b4c558340083d49179b,5416,"OPT-V (Optional Power Service, Time of Use w/ Voltage Differential) Transmission Service","Duke Energy Carolinas, LLC",https://desitecoreprod-cd.azureedge.net/_/media/pdfs/for-your-home/rates/electric-nc/ncscheduleoptv.pdf?la=en&rev=acdbfd95f42d4f02bf1d5e113175a643,28206,NC,35.2522,-80.8265,"Service under this Schedule shall be used solely by the contracting Customer in a single enterprise, located entirely on a single, contiguous premises.
This Schedule is not available to the individual customer who qualifies for a residential schedule, nor for auxiliary or breakdown service. Power delivered under this schedule shall not be used for resale or exchange or in parallel with other electric power or as a substitute for power contracted for or which may be contracted for, under any other schedule of the Company, except at the option of the Company, or for service in conjunction with Rider SCG or Rider NM, under special terms and conditions expressed in writing in the contract with the customer.
The obligations of the Company in regard to supplying power are dependent upon its securing and retaining all necessary rights-of-way, privileges, franchises and permits, for the delivery of such power. The Company shall not be liable to any customer or applicant for power in the event it is delayed in or is prevented from, furnishing the power by its failure to secure and retain such rights-of-way, rights, privileges, franchises and permits."
62d893af89f9d92b914b5a29,15270,Time Metered General Service - High Voltage Service - Schedule GT3B,Potomac Electric Power Co,https://www.pepco.com/SiteCollectionDocuments/10.%20DC%20Rates%20Update%202.25.22%20GT%203B.pdf,20408,DC,38.8933,-77.0146,
62d8cd829496f75cde5abe8b,15270,Time Metered General Service - Primary Service - Schedule GT3A,Potomac Electric Power Co,https://www.pepco.com/SiteCollectionDocuments/9.%20%20DC%20Rates%20Update%202.25.22%20GT%203A.pdf,20408,DC,38.8933,-77.0146,
62d8d38e8277f66ab73378a5,15270,Time Metered General Service - Low Voltage Service - Schedule GTLV,Potomac Electric Power Co,https://www.pepco.com/MyAccount/MyBillUsage/Documents/7.DC%20Rates%20Update%203-5-2019%20GT%20LV.pdf,20408,DC,38.8933,-77.0146,
62d9c79e3a615347a26f6658,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-9 (50kV plus),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D9%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9cb039991393a5663f7a9,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-9 (2kV-50kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D9%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9cd654f0f83043769f1b3,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-9 (below 2kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D9%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9d267299fe74c2030b737,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-8 (below 2kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D8%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9d6b0946ab22d4f0f641a,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-8 (2kV-50kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D8%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9da868277f66ab73378aa,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-8 (50kV-220kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D8%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62d9dbb7c42d4c4fdf1cca16,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-8 (220kV plus),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates%2FELECTRIC%5FSCHEDULES%5FTOU%2DEV%2D8%2Epdf&parent=%2Fteams%2FPublic%2FTM2%2FShared%20Documents%2FPublic%2FRegulatory%2FTariff%2DSCE%20Tariff%20Books%2FElectric%2FSchedules%2FGeneral%20Service%20%26%20Industrial%20Rates,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62db2e7ac217b15c902dd425,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Three Phase  (220kV plus),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62dda76bf88ebf47e81c3d85,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Single Phase  (220kV plus),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62dda9423c92d41f1212d735,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Three Phase  (50kV-220kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62ddab933c92d41f1212d736,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Single Phase  (50kV-220kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62ddafd73bdef34815105b35,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option Three Single Phase  (2kV-50kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62ddb0eaaec4eb317825f6c5,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Single Phase  (2kV-50kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62ddb27e51a9d831f1721c05,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E 3 Phase  (below 2kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62ddb5680d59c01bab21ae25,17609,General Service Time-of-use Electric Vehicle Charging: TOU-EV-7 Option E Single Phase  (below 2kV),Southern California Edison Co,https://edisonintl.sharepoint.com/teams/Public/TM2/Shared%20Documents/Public/Regulatory/Tariff-SCE%20Tariff%20Books/Electric/Schedules/General%20Service%20&%20Industrial%20Rates/ELECTRIC_SCHEDULES_TOU-EV-7.pdf?CT=1658530999570&OR=ItemsView,90001,CA,33.9731,-118.2479,-Tiered energy charge is generation charge + delivery service charge
62e05adc1b585e77df2704b5,12293,General Power Rate - Part A - GSA 2,"City of Memphis, Tennessee (Utility Company)",https://www.mlgw.com/images/content/files/pdf_rates/GSA%20Jan22.pdf,38053,TN,35.3185,-89.9054,"This rate shall apply to the firm power requirements (where a customer's contract demand is 5,000 kW or less) for electric
service to commercial, industrial, and governmental customers; institutional customers including, without limitation,
churches, clubs, fraternities, orphanages, nursing homes, rooming or boarding houses, and like customers. This rate shall also
apply to customers to whom service is not available under any other resale rate schedule.
Electricity supplied under this rate schedule is for the exclusive use of the Customer and shall not be resold or shared with
others."
62e060a8deff954ec1522836,12293,MANUFACTURING POWER RATE - PART A,"City of Memphis, Tennessee (Utility Company)",https://www.mlgw.com/images/content/files/pdf_rates/MSA%20Jan22.pdf,38053,TN,35.3185,-89.9054,"This rate shall apply to the firm electric power requirements where (a) a customer's currently effective contract demand is
greater than 1,000 kW but not more than 5,000 kW, and (b) the major use of electricity is for activities conducted at the
delivery point serving that customer which are classified with a 2-digit Standard Industrial Classification Code between 20
and 39, inclusive, or classified with 2002 North American Industry Classification System (NAICS) code 5181, or 2007
NAICS codes 5182, 522320, and 541214."
62e070e9f39cb15ca37f5895,12293,General Power Rate - Part A - GSA 3,"City of Memphis, Tennessee (Utility Company)",https://www.mlgw.com/images/content/files/pdf_rates/GSA%20Jan22.pdf,38053,TN,35.3185,-89.9054,"This rate shall apply to the firm power requirements (where a customer's contract demand is 5,000 kW or less) for electric
service to commercial, industrial, and governmental customers; institutional customers including, without limitation,
churches, clubs, fraternities, orphanages, nursing homes, rooming or boarding houses, and like customers. This rate shall also
apply to customers to whom service is not available under any other resale rate schedule.
Electricity supplied under this rate schedule is for the exclusive use of the Customer and shall not be resold or shared with
others.
If the higher of the customer's currently effective contract demand or its highest billing demand during the latest 12
month period is greater than 1,000 kW"
62e1435c42070360954f24f3,12686,General Service - Low Voltage Single-Phase (GS-LVS-17),Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GS-LVS-17.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where type service required is single-phase service rated at less than 600 volts.
This rate schedule does not apply to electric service of any customer whose service qualifies for application of Company's Residential Rate Schedule. All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e14859f39cb15ca37f5897,12686,General Service - Low Voltage Three-Phase (GS-LVT-14),Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GS-LVT-14.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where type service required is three-phase service rated at less than 600 volts.
This rate schedule does not apply to electric service of any customer whose service qualifies for application of Company's Residential Rate Schedule. All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e14b128ca7115653114459,12686,General Service Electric Heating - Low Voltage Three-Phase (GSEH-LVT-14),Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GSEH-LVT-14.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to the entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where there is a requirement for space conditioning, and the entire space conditioning, water heating, and industrial process or production heating requirements are supplied electrically through one meter, or by renewable resource energy. Service under this rate schedule is limited to applications where type service required is three-phase service rated at less than 600 volts.
All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e14e05f39cb15ca37f5898,12686,General Service Electric Heating - Low Voltage Single-Phase (GSEH-LVS-17),Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GSEH-LVS-17.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to the entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where there is a requirement for space conditioning, and the entire space conditioning, water heating, and industrial process or production heating requirements are supplied electrically through one meter, or by renewable resource energy. Service under this rate schedule is limited to applications where type service required is single-phase service rated at less than 600 volts.
All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e1523d4ae16462f52d7164,12686,General Service Electric Heating - High Voltage (GSEH-HV-15) Three-Phase,Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GSEH-HV-15.pdf,39561,MS,30.6975,-89.1536,
62e154591b585e77df2704ba,12686,General Service Electric Heating - High Voltage (GSEH-HV-15) Single-Phase,Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GSEH-HV-15.pdf,39561,MS,30.6975,-89.1536,
62e15c7e6a5b323f60348b49,12686,General Service - High Voltage (GS-HV-16) Three-Phase,Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GS-HV-16.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where service voltage required is greater than 600 volts.
This rate schedule does not apply to electric service of any customer whose service qualifies for application of Company's Residential Rate Schedule. All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e15dc8f39cb15ca37f589b,12686,General Service - High Voltage (GS-HV-13) Single-Phase,Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/GS-HV-16.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to entire electric service used by one customer in a single establishment on one premises for lighting and power purposes where service voltage required is greater than 600 volts.
This rate schedule does not apply to electric service of any customer whose service qualifies for application of Company's Residential Rate Schedule. All service under this rate schedule shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
62e161196a5b323f60348b4a,12686,Large Power - Time of Use (LPO-TOU-16),Mississippi Power Co,https://www.mississippipower.com/content/dam/mississippi-power/pdfs/business/pricing-and-rates/standard-application-rates/2022/june/LPO-TOU-16.pdf,39561,MS,30.6975,-89.1536,"All service shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer, and shall not be resold or shared with others."
